id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Specialisation,No of Beds,Insurance Schemes
Hospital #1134,Mumbai,Maharashtra,Mumbai City,20036.0,19.07383265174263,72.85106238523025,4.6,239,Pediatrics,15,"OPD, AB-PMJAY, AIIMS, NHA, CGHS, NHM"
Hospital #1135,Mumbai,Maharashtra,Mumbai City,20036.0,19.093591404870388,72.72040622306412,4.5,16,"Ophthalmology, Dermatology",12,"NUHM, NRHM, CGHS, AIIMS, AB-PMJAY"
Hospital #1136,Mumbai,Maharashtra,Mumbai City,20036.0,19.163769653344268,73.01672871780505,4.4,118,"Orthopedics, Psychiatry",13,"NHM, CGHS, AB-PMJAY, MoHFW, NHA, NUHM"
Hospital #1137,Mumbai,Maharashtra,Mumbai City,20036.0,19.35888037897645,72.89185448019683,3.2,120,Pediatrics,25,"NRHM, CGHS, NHA, NHM, AIIMS"
Hospital #1138,Mumbai,Maharashtra,Mumbai City,20036.0,19.0221102246014,72.78327829525116,3.8,33,Ophthalmology,30,"NUHM, NRHM, AB-PMJAY, CGHS, OPD"
Hospital #1139,Mumbai,Maharashtra,Mumbai City,20036.0,19.173170614349885,72.85151506219862,4.6,255,"Oncology, General Surgery",32,"NHA, OPD, PMSSY, MoHFW, AIIMS"
Hospital #1140,Mumbai,Maharashtra,Mumbai City,20036.0,19.22613244832251,72.9158201679054,4.5,176,Pulmonology,40,"NHA, AIIMS, NHM, MoHFW, PMSSY"
Hospital #1141,Mumbai,Maharashtra,Mumbai City,20036.0,19.31226260677716,72.86311911234208,4.5,81,General Surgery,32,"NRHM, CGHS, AIIMS, NHA, NHM, OPD"
Hospital #1142,Mumbai,Maharashtra,Mumbai City,20036.0,19.17336100931888,72.91899173781191,4.2,74,Gynecology,5,"AIIMS, NRHM, MoHFW, NUHM, OPD, AB-PMJAY"
Hospital #1143,Nagpur,Maharashtra,Nagpur,470.0,21.190044288868904,79.0704338715024,4.1,229,"Oncology, Cardiology",12,"OPD, PMSSY, NRHM, AIIMS, CGHS, MoHFW"
Hospital #1144,Nagpur,Maharashtra,Nagpur,470.0,21.1749339588062,79.08997705354678,4.1,2055,"Orthopedics, Oncology",9,"NRHM, AB-PMJAY, MoHFW, NUHM, NHM"
Hospital #1145,Nagpur,Maharashtra,Nagpur,470.0,21.15747280834073,79.12022435861407,4.6,4196,Oncology,1,"NHA, NHM, AIIMS, NRHM, CGHS"
Hospital #1146,Nagpur,Maharashtra,Nagpur,470.0,21.04901745954431,79.00651124288783,4.1,1,"Gynecology, Oncology",19,"CGHS, NHA, AIIMS, NRHM, MoHFW"
Hospital #1147,Nagpur,Maharashtra,Nagpur,470.0,21.21689570592534,79.1030083852995,2.9,54,Cardiology,14,"NHA, PMSSY, NHM, AB-PMJAY, AIIMS, NRHM"
Hospital #1148,Nagpur,Maharashtra,Nagpur,470.0,21.112261477873886,79.02665859611822,4.3,322,Pulmonology,10,"NHM, OPD, AB-PMJAY, NRHM, NUHM, NHA"
Hospital #1149,Nagpur,Maharashtra,Nagpur,470.0,21.208020048225,79.1166181726812,1.5,2,Cardiology,8,"AB-PMJAY, CGHS, PMSSY, AIIMS, MoHFW, OPD"
Hospital #1150,Nagpur,Maharashtra,Nagpur,470.0,21.13701645405513,79.07238147861108,4.1,229,Ophthalmology,34,"MoHFW, NRHM, NHM, CGHS, AIIMS, PMSSY"
Hospital #1151,Nagpur,Maharashtra,Nagpur,470.0,21.14782574917821,79.10347714834863,3.6,146,"Neurology, Cardiology",24,"NHA, NRHM, NHM, CGHS, AIIMS"
Hospital #1152,Nagpur,Maharashtra,Nagpur,470.0,21.00909059040776,79.20809255402561,3.5,27,Psychiatry,18,"AIIMS, PMSSY, NRHM, NHA, CGHS"
Hospital #1153,Nagpur,Maharashtra,Nagpur,470.0,21.11499698666257,79.10928522290367,4.1,229,Nephrology,14,"NHM, NRHM, CGHS, AIIMS, MoHFW"
Hospital #1154,Nagpur,Maharashtra,Nagpur,470.0,21.193596821667505,79.10832382555286,3.3,19,Psychiatry,25,"OPD, NRHM, AIIMS, NHM, NUHM"
Hospital #1155,Nasik,Maharashtra,Nashik,393.0,19.994028204162813,73.83387150723702,4.2,263,"Nephrology, Gastroenterology",41,"PMSSY, CGHS, NHA, NUHM, NRHM, AB-PMJAY"
Hospital #1156,Nasik,Maharashtra,Nashik,393.0,20.00068268402925,73.79473182997687,4.1,229,Neurology,18,"PMSSY, NHA, AB-PMJAY, AIIMS, NHM"
Hospital #1157,Nasik,Maharashtra,Nashik,393.0,19.927910438454507,73.76974587266376,5.0,20,Cardiology,13,"NHM, OPD, MoHFW, PMSSY, CGHS"
Hospital #1158,Nasik,Maharashtra,Nashik,393.0,19.905739297362945,73.82499818702188,4.5,256,Dermatology,21,"AB-PMJAY, NHA, NRHM, PMSSY, MoHFW"
Hospital #1159,Navi Mumbai,Maharashtra,Thane,1915.0,19.02139968252494,72.9662581881545,4.1,368,Gastroenterology,19,"NHM, NUHM, CGHS, PMSSY, AIIMS"
Hospital #1160,Navi Mumbai,Maharashtra,Thane,1915.0,19.0808491647232,73.20315265889752,3.5,26,"Orthopedics, Pediatrics",1,"AB-PMJAY, NUHM, PMSSY, NRHM, AIIMS"
Hospital #1161,Navi Mumbai,Maharashtra,Thane,1915.0,19.050499611115978,73.06237906471348,4.7,456,Orthopedics,23,"PMSSY, NUHM, AIIMS, NRHM, AB-PMJAY"
Hospital #1162,Navi Mumbai,Maharashtra,Thane,1915.0,19.10745379744816,73.01816617672992,3.7,950,Psychiatry,12,"AIIMS, MoHFW, AB-PMJAY, NUHM, OPD, NHM"
Hospital #1163,Navi Mumbai,Maharashtra,Thane,1915.0,19.065690985475893,73.16777939379507,3.5,125,"Oncology, Dermatology",22,"AIIMS, NRHM, AB-PMJAY, CGHS, NHA"
Hospital #1164,Navi Mumbai,Maharashtra,Thane,1915.0,19.08150385346969,72.99064615992413,2.9,25,Dermatology,31,"NRHM, AIIMS, PMSSY, OPD, NHM, NUHM"
Hospital #1165,Navi Mumbai,Maharashtra,Thane,1915.0,19.00001087234444,73.11541361920578,4.1,229,"Urology, Ophthalmology",40,"NUHM, CGHS, MoHFW, AB-PMJAY, PMSSY, NHM"
Hospital #1166,Navi Mumbai,Maharashtra,Thane,1915.0,19.011297878712924,73.11090987191389,3.4,516,Cardiology,33,"NHA, CGHS, PMSSY, OPD, AB-PMJAY"
Hospital #1167,Navi Mumbai,Maharashtra,Thane,1915.0,18.990741356160434,73.05837983358035,4.2,708,Psychiatry,8,"OPD, NUHM, AB-PMJAY, NHA, PMSSY"
Hospital #1168,Navi Mumbai,Maharashtra,Thane,1915.0,19.02692209992877,73.15370559429988,3.4,73,"Gastroenterology, Psychiatry",9,"AIIMS, NUHM, PMSSY, NHM, MoHFW, CGHS"
Hospital #1169,Navi Mumbai,Maharashtra,Thane,1915.0,19.236432177477944,73.24761494785031,3.8,56,"Endocrinology, Oncology",37,"MoHFW, AB-PMJAY, AIIMS, OPD, NRHM, PMSSY"
Hospital #1170,Navi Mumbai,Maharashtra,Thane,1915.0,19.02880451167358,73.01402162947745,4.6,34,Cardiology,17,"NRHM, AIIMS, NHA, MoHFW, NHM"
Hospital #1171,Navi Mumbai,Maharashtra,Thane,1915.0,19.155591909317195,73.12053355390995,3.1,268,"Dermatology, General Surgery",17,"NUHM, AB-PMJAY, CGHS, MoHFW, NRHM"
Hospital #1172,Navi Mumbai,Maharashtra,Thane,1915.0,19.316237652219755,73.1301785088447,3.0,145,Gynecology,6,"NHM, NRHM, AB-PMJAY, MoHFW, NHA, PMSSY"
Hospital #1173,Navi Mumbai,Maharashtra,Thane,1915.0,19.01743747398193,73.0877388714915,4.7,1062,"Orthopedics, Gastroenterology",13,"NHM, AIIMS, AB-PMJAY, MoHFW, NRHM, NUHM"
Hospital #1174,Navi Mumbai,Maharashtra,Thane,1915.0,19.2234060462392,73.16196053076631,4.2,201,"Oncology, Ophthalmology",26,"CGHS, AB-PMJAY, NUHM, NHM, NRHM"
Hospital #1175,Navi Mumbai,Maharashtra,Thane,1915.0,19.18518685181357,73.3090628762568,3.4,51,"Cardiology, Gynecology",3,"NHM, NRHM, OPD, NHA, CGHS, MoHFW"
Hospital #1176,Navi Mumbai,Maharashtra,Thane,1915.0,19.02518893438547,72.98008044235713,4.3,826,Cardiology,13,"PMSSY, NHM, AB-PMJAY, MoHFW, CGHS"
Hospital #1177,Navi Mumbai,Maharashtra,Thane,1915.0,19.133699202811087,73.03992618387322,3.8,156,"Nephrology, Cardiology",12,"OPD, NHA, CGHS, AB-PMJAY, NUHM, PMSSY"
Hospital #1178,Navi Mumbai,Maharashtra,Thane,1915.0,19.067260448196247,72.93386796059588,4.2,202,"Pediatrics, Pulmonology",21,"MoHFW, AB-PMJAY, AIIMS, NHA, NRHM, NUHM"
Hospital #1179,Navi Mumbai,Maharashtra,Thane,1915.0,19.084119288122604,72.99204746145851,4.8,430,Gastroenterology,15,"OPD, NRHM, PMSSY, AIIMS, AB-PMJAY"
Hospital #1180,Navi Mumbai,Maharashtra,Thane,1915.0,19.162410863838144,72.96415405503251,4.7,521,"Pulmonology, Dermatology",19,"CGHS, AIIMS, NHA, NHM, MoHFW"
Hospital #1181,Navi Mumbai,Maharashtra,Thane,1915.0,19.11868026474,72.99920456741765,4.8,21,Neurology,25,"OPD, CGHS, NHA, AB-PMJAY, NUHM"
Hospital #1182,Navi Mumbai,Maharashtra,Thane,1915.0,19.16803716298428,72.98663320909438,4.5,1967,Urology,25,"NUHM, PMSSY, AB-PMJAY, CGHS, NHM"
Hospital #1183,Navi Mumbai,Maharashtra,Thane,1915.0,19.016168272890283,73.09071385769167,4.7,456,Gynecology,11,"AB-PMJAY, NHM, NUHM, AIIMS, NHA, OPD"
Hospital #1184,Navi Mumbai,Maharashtra,Thane,1915.0,19.13586893112586,72.99963927202928,4.7,1777,Urology,7,"NRHM, CGHS, NHM, MoHFW, OPD"
Hospital #1185,Navi Mumbai,Maharashtra,Thane,1915.0,18.682231636954388,73.07824746605203,3.9,11,Endocrinology,19,"AB-PMJAY, AIIMS, NHM, MoHFW, OPD"
Hospital #1186,Navi Mumbai,Maharashtra,Thane,1915.0,19.14969943803928,72.98656714807103,4.3,169,"Gynecology, Neurology",1,"NRHM, PMSSY, AB-PMJAY, MoHFW, AIIMS"
Hospital #1187,Navi Mumbai,Maharashtra,Thane,1915.0,19.08970563837116,72.9921444331464,4.4,419,"Pediatrics, Gastroenterology",9,"NHA, NRHM, MoHFW, AIIMS, NHM, PMSSY"
Hospital #1188,Navi Mumbai,Maharashtra,Thane,1915.0,19.01874733731692,73.01255288181902,2.8,30,"Ophthalmology, Pulmonology",25,"OPD, MoHFW, NHA, NHM, AB-PMJAY, CGHS"
Hospital #1189,Navi Mumbai,Maharashtra,Thane,1915.0,19.16358543828736,72.99162824633845,4.6,71,"Orthopedics, Gastroenterology",17,"AB-PMJAY, NRHM, NUHM, NHM, AIIMS"
Hospital #1190,Navi Mumbai,Maharashtra,Thane,1915.0,19.11769100902468,73.05241957382087,3.9,398,Gynecology,13,"OPD, NUHM, AB-PMJAY, PMSSY, CGHS"
Hospital #1191,Navi Mumbai,Maharashtra,Thane,1915.0,19.030576276931424,73.0796828520053,3.8,52,Cardiology,30,"OPD, NHA, NHM, PMSSY, NUHM, MoHFW"
Hospital #1192,Navi Mumbai,Maharashtra,Thane,1915.0,19.065193642077823,73.14765326389104,4.6,335,"Endocrinology, Gastroenterology",16,"NHM, CGHS, AIIMS, NHA, OPD, AB-PMJAY"
Hospital #1193,Navi Mumbai,Maharashtra,Thane,1915.0,19.03261119642069,73.09571818026093,4.4,185,"Ophthalmology, Pediatrics",1,"AIIMS, OPD, AB-PMJAY, NHM, CGHS, PMSSY"
Hospital #1194,Navi Mumbai,Maharashtra,Thane,1915.0,18.97653314424357,73.03003702768372,2.7,129,Gynecology,12,"MoHFW, AIIMS, NHA, PMSSY, AB-PMJAY, CGHS"
Hospital #1195,Navi Mumbai,Maharashtra,Thane,1915.0,18.98462043337948,73.11933321079671,4.2,224,"Gastroenterology, Dermatology",34,"NHA, PMSSY, NHM, CGHS, NRHM"
Hospital #1196,Navi Mumbai,Maharashtra,Thane,1915.0,19.08339364353769,72.89064505421598,3.6,59,Urology,36,"AB-PMJAY, CGHS, NUHM, NHM, OPD, MoHFW"
Hospital #1197,Navi Mumbai,Maharashtra,Thane,1915.0,19.11085223936741,72.99715705017528,4.8,1103,General Surgery,22,"NUHM, CGHS, OPD, AIIMS, NRHM, AB-PMJAY"
Hospital #1198,Navi Mumbai,Maharashtra,Thane,1915.0,19.24742241449923,72.88562275689105,4.2,224,Urology,20,"OPD, AB-PMJAY, NUHM, AIIMS, MoHFW"
Hospital #1199,Navi Mumbai,Maharashtra,Thane,1915.0,19.26982404441232,72.97347885478345,3.9,3,"Neurology, Nephrology",30,"NRHM, OPD, CGHS, NUHM, NHA"
Hospital #1200,Navi Mumbai,Maharashtra,Thane,1915.0,19.396315572068524,72.7843180185521,3.3,34,"Pediatrics, Gynecology",25,"NUHM, AIIMS, NRHM, MoHFW, AB-PMJAY, OPD"
Hospital #1201,Navi Mumbai,Maharashtra,Thane,1915.0,19.041274540056936,73.03487451660489,4.7,538,Endocrinology,18,"CGHS, NUHM, NRHM, OPD, AIIMS, AB-PMJAY"
Hospital #1202,Navi Mumbai,Maharashtra,Thane,1915.0,18.963827667405745,72.99462335669682,4.7,62,Gastroenterology,7,"NRHM, NUHM, AIIMS, CGHS, MoHFW"
Hospital #1203,Navi Mumbai,Maharashtra,Thane,1915.0,19.188662026341355,72.98961005253578,4.1,67,"Oncology, Orthopedics",13,"NHM, OPD, AB-PMJAY, NUHM, MoHFW"
Hospital #1204,Navi Mumbai,Maharashtra,Thane,1915.0,19.06313065753612,72.99050079313174,4.1,229,"Psychiatry, Ophthalmology",33,"CGHS, NHM, OPD, NRHM, PMSSY"
Hospital #1205,Navi Mumbai,Maharashtra,Thane,1915.0,19.106417343594035,72.98004861526339,4.6,1567,"Endocrinology, Ophthalmology",39,"OPD, CGHS, PMSSY, AB-PMJAY, NHM"
Hospital #1206,Navi Mumbai,Maharashtra,Thane,1915.0,19.00971191244677,73.025821419245,3.9,85,Pediatrics,21,"PMSSY, OPD, AIIMS, NRHM, AB-PMJAY"
Hospital #1207,Pune,Maharashtra,Pune,603.0,18.57027941561871,73.92982510519683,3.3,414,Nephrology,10,"NHA, NHM, AB-PMJAY, AIIMS, NUHM, MoHFW"
Hospital #1208,Pune,Maharashtra,Pune,603.0,18.623407811262265,73.78939002654698,4.0,5383,"Pulmonology, General Surgery",40,"PMSSY, MoHFW, NRHM, NHA, NUHM, AIIMS"
Hospital #1209,Pune,Maharashtra,Pune,603.0,18.469030883922866,73.45253076434545,5.0,1,Cardiology,27,"NUHM, AB-PMJAY, NHA, PMSSY, MoHFW"
Hospital #1210,Pune,Maharashtra,Pune,603.0,18.442135896147747,73.86394090968048,4.6,319,Gynecology,2,"PMSSY, MoHFW, AIIMS, NHM, NRHM, OPD"
Hospital #1211,Pune,Maharashtra,Pune,603.0,18.42081401182092,73.79500864179329,4.0,6,"Pediatrics, Neurology",10,"AB-PMJAY, CGHS, MoHFW, NHA, PMSSY"
Hospital #1212,Pune,Maharashtra,Pune,603.0,18.51377894034433,73.74461068881807,3.8,37,Ophthalmology,22,"AIIMS, CGHS, NRHM, AB-PMJAY, PMSSY"
Hospital #1213,Pune,Maharashtra,Pune,603.0,18.58750689292489,73.92550917986412,3.7,392,"Pulmonology, Psychiatry",25,"NRHM, NUHM, PMSSY, NHM, OPD, MoHFW"
Hospital #1214,Pune,Maharashtra,Pune,603.0,18.52326271053365,73.85859969796398,4.3,18,"Pulmonology, Pediatrics",29,"NHM, OPD, CGHS, NRHM, AIIMS, NHA"
Hospital #1215,Pune,Maharashtra,Pune,603.0,18.414716314220563,73.8796701424703,4.4,233,"General Surgery, Oncology",11,"NUHM, OPD, AIIMS, NHM, CGHS, NRHM"
Hospital #1216,Pune,Maharashtra,Pune,603.0,18.55367634350772,73.95541696239489,4.1,229,Orthopedics,31,"AB-PMJAY, OPD, CGHS, MoHFW, NRHM"
Hospital #1217,Pune,Maharashtra,Pune,603.0,18.51801521721005,73.97205766232787,4.0,262,Pediatrics,17,"AB-PMJAY, PMSSY, NUHM, OPD, NHM"
Hospital #1218,Pune,Maharashtra,Pune,603.0,18.549000508419475,73.93051696455755,4.1,229,"Pulmonology, Cardiology",32,"OPD, AIIMS, NRHM, NHM, NHA"
Hospital #1219,Pune,Maharashtra,Pune,603.0,18.56345045224436,73.95700179144221,4.1,229,Orthopedics,7,"NHM, MoHFW, NHA, AIIMS, OPD"
Hospital #1220,Pune,Maharashtra,Pune,603.0,18.595685209032965,73.9015078961888,3.7,184,"Orthopedics, General Surgery",17,"AB-PMJAY, NHM, OPD, NUHM, PMSSY"
Hospital #1221,Pune,Maharashtra,Pune,603.0,18.54221396850232,73.87465267661061,4.1,229,"Urology, Oncology",25,"OPD, NRHM, NHM, AB-PMJAY, NHA, NUHM"
Hospital #1222,Pune,Maharashtra,Pune,603.0,18.58174232098479,73.8437888385415,4.1,229,"Orthopedics, Psychiatry",24,"CGHS, OPD, PMSSY, NRHM, NHM, AB-PMJAY"
Hospital #1223,Pune,Maharashtra,Pune,603.0,18.516368678856885,73.81588680042294,4.5,96,"Pediatrics, Pulmonology",12,"NRHM, PMSSY, AB-PMJAY, NUHM, CGHS"
Hospital #1224,Pune,Maharashtra,Pune,603.0,18.48568784806625,73.70470521818302,2.7,10,Pulmonology,24,"PMSSY, CGHS, AB-PMJAY, NHA, AIIMS"
Hospital #1225,Pune,Maharashtra,Pune,603.0,18.535523068987303,73.79053167510844,4.3,238,General Surgery,21,"CGHS, OPD, NUHM, MoHFW, NRHM"
Hospital #1226,Pune,Maharashtra,Pune,603.0,18.361982350860035,73.86243728322262,4.2,19,Urology,21,"NHA, NRHM, CGHS, AIIMS, PMSSY"
Hospital #1227,Pune,Maharashtra,Pune,603.0,18.63834650658578,73.83842784045113,4.6,1966,"Neurology, General Surgery",31,"AIIMS, PMSSY, CGHS, OPD, MoHFW, NUHM"
Hospital #1228,Pune,Maharashtra,Pune,603.0,18.62710760529731,73.84511486522094,4.0,262,"Endocrinology, Oncology",34,"CGHS, MoHFW, NRHM, NHM, OPD, PMSSY"
Hospital #1229,Pune,Maharashtra,Pune,603.0,18.60671945221751,73.82132634899706,4.6,232,"Nephrology, Cardiology",24,"CGHS, PMSSY, AB-PMJAY, NHA, NUHM"
Hospital #1230,Pune,Maharashtra,Pune,603.0,18.743832763963823,73.9090137240836,4.1,239,"Neurology, General Surgery",23,"AIIMS, AB-PMJAY, OPD, NUHM, PMSSY, NRHM"
Hospital #1231,Pune,Maharashtra,Pune,603.0,18.63886725155391,73.96249775021607,4.0,221,"Pediatrics, Ophthalmology",23,"AIIMS, AB-PMJAY, NUHM, NRHM, OPD, NHA"
Hospital #1232,Pune,Maharashtra,Pune,603.0,18.70999190448381,73.9195291152511,4.1,229,Urology,17,"NHM, AB-PMJAY, CGHS, OPD, MoHFW, PMSSY"
Hospital #1233,Pune,Maharashtra,Pune,603.0,18.659715153418244,73.91996479366323,4.8,315,Endocrinology,14,"MoHFW, NHM, OPD, PMSSY, AIIMS, AB-PMJAY"
Hospital #1234,Pune,Maharashtra,Pune,603.0,18.77598601195213,73.86981277453056,4.7,339,"Pediatrics, Nephrology",9,"CGHS, MoHFW, NUHM, PMSSY, AIIMS, NRHM"
Hospital #1235,Pune,Maharashtra,Pune,603.0,18.47716774557371,73.79460158705746,4.8,66,Pediatrics,16,"NRHM, OPD, NUHM, AB-PMJAY, NHM"
Hospital #1236,Pune,Maharashtra,Pune,603.0,18.53739031008228,73.93734200257498,4.0,93,"Urology, Neurology",29,"NUHM, OPD, PMSSY, AB-PMJAY, NHA, MoHFW"
Hospital #1237,Pune,Maharashtra,Pune,603.0,18.682890237460114,73.80787416300828,4.7,504,"Neurology, Ophthalmology",27,"NHA, MoHFW, AIIMS, CGHS, OPD, AB-PMJAY"
Hospital #1238,Pune,Maharashtra,Pune,603.0,18.602794539681863,74.0132144685002,4.4,654,"Nephrology, Cardiology",16,"AB-PMJAY, PMSSY, NHM, OPD, CGHS"
Hospital #1239,Pune,Maharashtra,Pune,603.0,18.64526347399812,73.77908614693598,4.7,753,"Cardiology, Pediatrics",24,"OPD, NHA, MoHFW, AIIMS, AB-PMJAY, PMSSY"
Hospital #1240,Pune,Maharashtra,Pune,603.0,18.637323509258657,73.81352623299243,4.1,290,Nephrology,15,"NHM, NHA, OPD, CGHS, PMSSY"
Hospital #1241,Pune,Maharashtra,Pune,603.0,18.48454250305696,73.80713803707287,5.0,3,"Cardiology, Gynecology",15,"AIIMS, MoHFW, NHA, NHM, OPD, NRHM"
Hospital #1242,Pune,Maharashtra,Pune,603.0,18.48546533113844,73.8640655905577,3.8,3215,"Orthopedics, Gastroenterology",15,"AIIMS, OPD, CGHS, NRHM, PMSSY"
Hospital #1243,Pune,Maharashtra,Pune,603.0,18.62577562023188,73.77715436019353,3.5,72,"Pulmonology, Neurology",6,"AIIMS, OPD, NRHM, NUHM, PMSSY"
Hospital #1244,Pune,Maharashtra,Pune,603.0,18.747718350332804,73.85831448909107,4.9,255,"Neurology, Psychiatry",14,"AB-PMJAY, OPD, NRHM, CGHS, NUHM, NHA"
Hospital #1245,Pune,Maharashtra,Pune,603.0,18.610844207983227,73.74407202816533,4.4,672,"Neurology, Dermatology",16,"NRHM, CGHS, MoHFW, NHM, AB-PMJAY, NUHM"
Hospital #1246,Pune,Maharashtra,Pune,603.0,18.51606832401101,73.85785125461685,4.5,1060,Gynecology,30,"MoHFW, PMSSY, NHA, NHM, OPD"
Hospital #1247,Pune,Maharashtra,Pune,603.0,18.58078639221636,74.00428845717461,4.2,724,Endocrinology,13,"NHA, CGHS, PMSSY, OPD, AB-PMJAY"
Hospital #1248,Pune,Maharashtra,Pune,603.0,18.47612558733471,73.81767140103092,3.8,313,"Pulmonology, Urology",15,"NUHM, PMSSY, NRHM, NHM, AIIMS, MoHFW"
Hospital #1249,Pune,Maharashtra,Pune,603.0,18.549566676476392,73.86287647134095,4.5,11346,Cardiology,22,"NUHM, AIIMS, NRHM, AB-PMJAY, PMSSY, MoHFW"
Hospital #1250,Pune,Maharashtra,Pune,603.0,18.561361071241688,73.89298149213498,4.8,653,"Orthopedics, Pulmonology",17,"OPD, NRHM, MoHFW, NHM, PMSSY, NHA"
Hospital #1251,Pune,Maharashtra,Pune,603.0,18.49729423352373,73.9061319659659,3.7,1287,"Dermatology, Cardiology",22,"AIIMS, MoHFW, NHM, OPD, CGHS, NUHM"
Hospital #1252,Pune,Maharashtra,Pune,603.0,18.61499261569453,73.81325074354747,4.6,751,"General Surgery, Gynecology",22,"NHA, AIIMS, AB-PMJAY, PMSSY, CGHS, OPD"
Hospital #1253,Pune,Maharashtra,Pune,603.0,18.636362960093884,73.76082943641956,3.9,1543,Psychiatry,24,"AIIMS, CGHS, AB-PMJAY, OPD, NRHM, PMSSY"
Hospital #1254,Pune,Maharashtra,Pune,603.0,18.615858527825733,73.74775356553229,4.3,477,"Gastroenterology, Urology",20,"NUHM, NHM, NRHM, AB-PMJAY, CGHS"
Hospital #1255,Pune,Maharashtra,Pune,603.0,18.59813910555896,73.7964798207515,3.9,268,Neurology,8,"NHA, OPD, MoHFW, NUHM, AB-PMJAY, NHM"
Hospital #1256,Pune,Maharashtra,Pune,603.0,18.205229393112567,73.90847471625351,3.8,3,"Pulmonology, Orthopedics",15,"NUHM, NHA, AIIMS, MoHFW, NHM"
Hospital #1257,Pune,Maharashtra,Pune,603.0,18.64830971448347,74.0349944297185,3.0,64,Dermatology,11,"OPD, AB-PMJAY, MoHFW, PMSSY, AIIMS, NHA"
Hospital #1258,Pune,Maharashtra,Pune,603.0,18.652050045893848,73.83809390149972,3.0,104,Orthopedics,28,"NHA, AIIMS, NRHM, CGHS, OPD, PMSSY"
Hospital #1259,Pune,Maharashtra,Pune,603.0,18.49149454626042,73.80336397633458,4.6,1401,"Dermatology, Nephrology",23,"OPD, AIIMS, NRHM, NHM, MoHFW"
Hospital #1260,Pune,Maharashtra,Pune,603.0,18.771390803112165,73.86301334758964,4.9,165,Gynecology,27,"NHA, NUHM, NHM, AIIMS, OPD"
Hospital #1261,Pune,Maharashtra,Pune,603.0,18.47310291558109,73.90475493098218,3.0,2,Ophthalmology,9,"PMSSY, MoHFW, NHM, AB-PMJAY, CGHS, OPD"
Hospital #1262,Pune,Maharashtra,Pune,603.0,18.64260309659292,73.91271233266622,3.9,730,"Psychiatry, Dermatology",2,"PMSSY, OPD, NHA, CGHS, NRHM, NHM"
Hospital #1263,Pune,Maharashtra,Pune,603.0,18.539279869060827,73.81434320938331,4.4,1162,"Pediatrics, Oncology",7,"PMSSY, NRHM, AIIMS, NHA, CGHS, AB-PMJAY"
Hospital #1264,Pune,Maharashtra,Pune,603.0,18.724387142559475,73.65449434092467,4.7,1238,"Cardiology, Urology",19,"NHM, MoHFW, AIIMS, PMSSY, NHA"
Hospital #1265,Pune,Maharashtra,Pune,603.0,18.59417108535892,73.76682125045062,4.5,1347,Dermatology,14,"AIIMS, PMSSY, NHA, NUHM, AB-PMJAY, OPD"
Hospital #1266,Pune,Maharashtra,Pune,603.0,18.64632816825074,73.69846394561527,3.9,93,Ophthalmology,1,"MoHFW, AIIMS, AB-PMJAY, NUHM, NRHM"
Hospital #1267,Pune,Maharashtra,Pune,603.0,18.341271635385,74.06814931042838,3.6,24,"Endocrinology, Nephrology",24,"NRHM, NHA, NUHM, AIIMS, NHM"
Hospital #1268,Pune,Maharashtra,Pune,603.0,18.51175696646879,73.92508054164387,4.7,9141,Gynecology,28,"AIIMS, NHA, AB-PMJAY, CGHS, NRHM, PMSSY"
Hospital #1269,Pune,Maharashtra,Pune,603.0,18.506891505754773,73.76582749634152,4.0,742,"Dermatology, Gastroenterology",5,"NHA, CGHS, OPD, NHM, NUHM, MoHFW"
Hospital #1270,Pune,Maharashtra,Pune,603.0,18.515231406198875,73.84443161196864,4.6,11071,General Surgery,29,"NHA, AB-PMJAY, OPD, PMSSY, CGHS"
Hospital #1271,Pune,Maharashtra,Pune,603.0,18.57346474089536,73.8906978950954,4.6,9087,"General Surgery, Psychiatry",45,"NUHM, CGHS, OPD, NRHM, AB-PMJAY"
Hospital #1272,Pune,Maharashtra,Pune,603.0,18.660133653780527,73.84019156591384,4.5,1403,Psychiatry,28,"AIIMS, CGHS, NHA, NUHM, NHM"
Hospital #1273,Pune,Maharashtra,Pune,603.0,18.57734779066189,73.688030807842,5.0,2,Pediatrics,30,"CGHS, NHA, PMSSY, NRHM, NHM"
Hospital #1274,Pune,Maharashtra,Pune,603.0,18.726530697202115,73.64889451007957,3.0,2,"Gastroenterology, Cardiology",37,"NUHM, NHA, OPD, CGHS, MoHFW, PMSSY"
Hospital #1275,Pune,Maharashtra,Pune,603.0,18.517619192924112,73.83953336166145,4.6,142,"Gynecology, Endocrinology",30,"OPD, NHM, AIIMS, NRHM, CGHS, PMSSY"
Hospital #1276,Pune,Maharashtra,Pune,603.0,18.553155872640364,73.95610967313276,3.9,96,Ophthalmology,13,"CGHS, NHA, MoHFW, NRHM, OPD"
Hospital #1277,Pune,Maharashtra,Pune,603.0,18.7796165163001,73.96803576339772,2.4,2,"Endocrinology, Cardiology",35,"AIIMS, NHA, CGHS, NRHM, NHM"
Hospital #1278,Pune,Maharashtra,Pune,603.0,18.51556703326381,73.85088523961856,3.3,414,Neurology,25,"MoHFW, AB-PMJAY, NHM, CGHS, PMSSY, NRHM"
